interaction_id,timestamp,query_type,handled_by,response_time_min,resolution_status,customer_sentiment,customer_satisfaction,interaction_cost_usd,customer_id,region,device_type,follow_up_required
e97a1233-ff7a-420e-aff3-2fe37d6113ec,2024-03-12,Product Information,AI Chatbot,1.91,Resolved,0.45,3,4.62,7352d4a7-e478-4924-a3a3-3937126c49c4,Kansas,Mobile,False
95c6d31b-57b4-4e2e-a356-9018bca7d87e,2024-03-04,Technical Support,Human Agent,7.69,Resolved,-0.21,3,7.6,2bf0a2d7-72ca-4abb-9362-42139539ed4c,Ohio,Tablet,False
67676fa7-6c17-4a83-8015-79374608acfd,2024-03-21,Password Reset,Human Agent,6.78,Resolved,0.18,3,5.9,1b6c2d38-dc65-4da0-958b-6e6dd62c04af,Kansas,Mobile,False
2929fbba-9dfd-432f-8be0-94c6a06a95e0,2024-04-06,Technical Support,AI Chatbot,1.62,Resolved,-0.17,3,2.8,847d9874-8eef-4f8c-83f7-60fd7327b662,Alabama,Tablet,True
4768a8d5-8ed9-423b-b7e4-b752d89def2f,2024-02-23,Billing Question,AI Chatbot,0.89,Pending,0.52,4,2.85,17062ca4-4fff-4d8f-9b74-09457d42e012,Pennsylvania,Desktop,True
c35b72d9-a353-45f2-9373-686a656b9ba8,2024-01-11,Technical Support,Human Agent,5.14,Resolved,0.52,3,6.24,e1b9a282-882d-4de5-993f-f762dcf62d65,Indiana,Tablet,False
dfb3e89c-23fa-44f9-a31a-55aadc4c1077,2024-01-17,Account Update,AI Chatbot,0.22,Resolved,0.03,3,1.95,05258284-70f3-4e56-86e5-1df99d434678,West Virginia,Tablet,False
ba5fe7dd-70b9-45c5-8f21-2a60c8979f5b,2024-05-31,Billing Question,AI Chatbot,2.75,Resolved,0.14,5,5.6,bbea8631-a56f-45dc-a6af-c43536d0dadd,North Dakota,Desktop,False
6e5e47da-35ce-465b-ae1d-42ae0276790d,2024-06-26,Shipping Inquiry,AI Chatbot,1.18,Escalated,-0.28,4,2.53,4858e24b-6802-4236-b359-cb12a2ce6406,Kansas,Desktop,False
3fa82f8d-114f-435c-ab47-7ef745434d38,2024-06-01,Password Reset,AI Chatbot,1.25,Resolved,0.16,2,3.02,437b442b-7630-4982-bbb8-5e3832b9e077,South Carolina,Mobile,False
f93b702b-a5c8-4432-9ec7-5e10ed434078,2024-06-05,Product Information,Human Agent,8.15,Pending,0.14,2,5.51,8b1475b8-7397-4106-afd8-97bac61af9d2,Nevada,Desktop,True
d045cc29-6fd7-49b2-88f1-7b189353efbc,2024-01-11,Technical Support,Human Agent,4.85,Resolved,0.22,4,8.62,bda18ff0-8c0b-4fe9-afda-3d9c9c393513,New Mexico,Tablet,True
8aef9961-f9ff-436b-9665-95c81b34e690,2024-01-10,Technical Support,AI Chatbot,1.68,Resolved,0.31,4,1.47,60b1a7df-6c9a-4b57-9bf9-5b53cbf6e5be,Florida,Desktop,False
9000c21e-8ed3-4a21-8927-06cba10e29a7,2024-03-16,Billing Question,Human Agent,7.53,Resolved,0.66,4,6.93,f8ec0ecc-242c-41a9-b307-15889fe75b28,Florida,Tablet,False
29630b0a-31f1-4da5-946f-c1eee32ea3a4,2024-03-16,Shipping Inquiry,Human Agent,10.49,Escalated,0.47,5,6.66,97ba8efe-4040-4247-85a9-5e206b4dd9a4,Maine,Tablet,True
ebf6149e-2ce3-4e01-adc2-5099f4855611,2024-02-17,Product Information,Human Agent,10.09,Resolved,-0.08,4,7.97,5960f246-1f98-45da-8105-8c33448effff,Texas,Mobile,False
dc975ea2-2d52-426f-8ce0-244728288c64,2024-03-22,Password Reset,AI Chatbot,1.44,Resolved,-0.06,4,2.72,db33f95d-df45-4f4d-b89a-624c40d990d7,New Hampshire,Tablet,True
8691c3e6-0c22-4f9b-b183-26c3f1e69c09,2024-06-01,Account Update,AI Chatbot,0.87,Resolved,0.33,4,4.5,fcf3db13-81f4-4096-89e7-41be44c60ac3,Arizona,Mobile,False
9671e5ec-6d4b-47c7-bcd8-3293252414b1,2024-04-15,Shipping Inquiry,AI Chatbot,1.33,Escalated,0.21,4,5.18,c99f4e9b-34cc-48bb-af2f-11c94a74c34c,Tennessee,Desktop,False
33c27bf0-f549-4d88-b598-fa8857736198,2024-06-12,Billing Question,AI Chatbot,1.55,Pending,0.81,2,3.8,2165a508-7f1e-41b6-8c15-b5f591b747b0,Nebraska,Desktop,False
b4be5323-3ed2-4969-be2e-b290d9237603,2024-06-02,Technical Support,AI Chatbot,1.57,Pending,0.11,3,3.99,84fc65f4-8ddf-4b6b-81e5-cd3b21fb82a5,Massachusetts,Tablet,True
3ece4024-43b3-4607-9538-8fb17c11b421,2024-04-01,Shipping Inquiry,Human Agent,8.41,Resolved,0.39,3,5.93,31958aa9-b2dc-4042-bb25-4d4ad97040ed,Louisiana,Tablet,True
0df488e2-36e3-4406-a32d-e8da9cbe4b24,2024-02-17,Password Reset,AI Chatbot,1.7,Resolved,0.7,3,3.09,e7189d97-3b40-4c54-a3ea-1d1524ae4f3c,Delaware,Mobile,False
904339b1-813e-4bcf-859f-b80afed99a91,2024-02-03,Account Update,Human Agent,7.75,Escalated,-0.32,4,6.4,a6a393d0-ea7c-452a-b670-42059abbff46,Hawaii,Desktop,False
2977d91f-481f-4b57-822e-fd4d2f95ac69,2024-01-21,Account Update,AI Chatbot,1.49,Resolved,0.39,3,4.3,89dc57db-1596-4693-ac56-19c1c0062401,Minnesota,Tablet,False
dd94efe3-e44f-490e-88bf-8f68d770c276,2024-03-14,Billing Question,AI Chatbot,0.76,Resolved,0.45,4,3.42,8b369ec8-47ca-4f6a-90cb-dc5aeaeaa119,South Carolina,Tablet,False
3aa79c7c-9d92-467b-8031-4d43b24002d4,2024-01-24,Product Information,AI Chatbot,2.43,Resolved,0.34,4,1.25,ae5b10f5-c30b-4b82-b83d-0d1a5fa5d6fa,Maine,Mobile,False
c24ebb6d-a2f5-441c-9075-1466330b28e6,2024-04-16,Shipping Inquiry,Human Agent,7.33,Resolved,0.41,3,8.52,92c4c9fb-ff96-43aa-8307-47d67417bc0e,Mississippi,Tablet,False
54aa116c-ce97-409c-8756-971466bd7bc2,2024-05-10,Account Update,AI Chatbot,2.69,Resolved,0.24,3,2.76,684c4685-2b54-4dcf-8518-457ce870807e,South Dakota,Mobile,False
93d87477-9e23-41cf-a665-eb8b060f79a3,2024-05-14,Password Reset,Human Agent,4.07,Resolved,0.42,3,8.42,cd9a650d-ce7d-4bf4-918a-f8b963ee0640,Kansas,Desktop,False
2edd1292-f35e-434c-83ed-a41358b47404,2024-01-10,Account Update,Human Agent,9.82,Escalated,-0.1,4,6.73,5a7fe812-9850-485c-b941-2c317f3f33a4,Hawaii,Desktop,True
b338ca7d-a349-440d-b89c-f1066a4c3fa0,2024-04-25,Account Update,AI Chatbot,1.67,Resolved,0.63,5,2.46,b35b66d4-1835-4714-a1dd-6549b713b9d9,Nebraska,Tablet,True
a4f0cebe-1b7e-4043-9b3f-91488f9d0e8e,2024-05-17,Shipping Inquiry,Human Agent,5.62,Resolved,-0.09,5,5.06,df7f783b-22fc-4956-8608-c6581507cfa1,Arkansas,Mobile,False
aad14d1f-375d-4287-8db8-433cc6e212b4,2024-02-09,Product Information,AI Chatbot,1.59,Pending,-0.03,2,1.35,448c332a-2f06-4b67-becd-ec037359bfa8,New Hampshire,Mobile,False
ba0421d3-103e-432d-af77-5571cc78343e,2024-01-08,Billing Question,AI Chatbot,0.2,Pending,-0.37,3,2.54,ad627cdf-d978-4b21-8043-7577e5a110a5,Michigan,Tablet,False
190d4bef-be6c-42ee-9d30-ebeaee330b81,2024-05-29,Technical Support,AI Chatbot,2.27,Resolved,0.33,4,3.42,31e45db3-b284-4c1b-8cec-7e517b59cee1,Oklahoma,Mobile,True
d3452ac0-868e-473f-ad11-fc33f92aa5e6,2024-03-21,Product Information,AI Chatbot,1.98,Pending,0.47,2,2.94,9bd26394-1a6f-4dea-aa92-84caa87929b0,South Carolina,Desktop,False
1b002ff3-0c25-4cdf-aabe-010804d4e6d1,2024-05-25,Billing Question,AI Chatbot,2.13,Resolved,0.13,5,5.9,29dcfbfe-f4dc-4d27-95d3-d094c610d5e6,Wisconsin,Tablet,False
0789686a-9162-4d7f-8f2a-81a79318b425,2024-03-26,Technical Support,Human Agent,8.73,Resolved,0.94,3,6.33,57ea5fff-22ab-4c69-abb8-6c0dc3c105da,Missouri,Mobile,False
35f95215-efd3-460b-8c2c-0d25b82e64cf,2024-06-16,Product Information,Human Agent,14.91,Resolved,0.48,4,7.29,8ca230dc-0b28-4e31-b58a-6009e789e160,Delaware,Mobile,False
834acdea-b9a7-4add-bbfc-e22dfc29f9ec,2024-01-04,Technical Support,AI Chatbot,3.03,Resolved,0.41,4,3.39,e77f6ec8-b872-4dd6-8d0b-7038b81cd0ab,Alabama,Tablet,False
ee110a92-71f9-455b-9505-c27b5a1e1d9f,2024-01-26,Password Reset,AI Chatbot,1.61,Resolved,0.27,3,1.86,36230bf1-0f0c-422e-b842-948352fa9f45,Georgia,Tablet,False
a2a87ff7-1748-4cde-ba45-91608f5bbb12,2024-03-29,Product Information,AI Chatbot,1.93,Resolved,0.27,3,6.29,91882510-f8e6-45ab-b9c5-0a2a9bc338aa,Idaho,Tablet,False
5ab6dfb3-05ef-410b-a903-18b7a39c1583,2024-06-10,Product Information,AI Chatbot,2.32,Resolved,0.25,3,2.38,054c28f6-8841-4524-be36-63c7e77e8cfd,Montana,Tablet,False
004082ac-a9db-4fe9-ad0b-26682bb27770,2024-03-20,Account Update,Human Agent,4.44,Resolved,0.21,3,5.74,d8a47596-a8a6-4b0b-bb8f-b3da15eb288d,Georgia,Tablet,False
ff8705a4-4c18-4876-9f6c-af8e12c650c9,2024-05-03,Technical Support,AI Chatbot,2.4,Pending,-0.06,4,1.55,31fb3187-cf5d-42d5-9b4c-4dc79d8d5a42,Alabama,Mobile,False
2407dcf6-6dfb-42db-a78c-373080a718a6,2024-03-01,Billing Question,AI Chatbot,1.26,Resolved,-0.23,3,3.99,516a1fb5-f62d-432a-ba0c-bdf2d06a87a5,Texas,Mobile,False
78bb97c7-9f6a-40b4-87d0-33f5fb777a32,2024-03-21,Password Reset,AI Chatbot,0.86,Pending,0.31,2,5.35,6b7b583d-4376-4a3a-a701-8170972f8ebe,Texas,Desktop,False
b06ea4ea-2c5a-43f6-aa79-4344647d726c,2024-01-13,Billing Question,AI Chatbot,3.54,Resolved,0.52,3,1.79,db9ccb02-ca24-49cf-93b1-ef42831513a6,Colorado,Tablet,False
1b998132-b7ba-4873-8dd5-f0dcdb240532,2024-06-14,Technical Support,AI Chatbot,1.43,Resolved,-0.27,4,2.58,c70aec5d-f76a-4056-aa10-3140e7de28c6,Arkansas,Desktop,False
f0ad7b2b-83dc-4309-8b4f-53aa19247812,2024-03-26,Technical Support,AI Chatbot,1.49,Pending,-0.05,4,4.24,db3e0a00-0d83-42ab-9303-96064cc3dbd4,Montana,Desktop,False
4a4768e5-68ad-4c52-b5ff-0d4ee5e02649,2024-03-27,Product Information,Human Agent,6.91,Resolved,0.38,3,8.76,1d227704-2a4b-47a5-aadc-9709ea951175,Maryland,Tablet,True
60f76392-fa8d-496c-9683-8b64218e2c4a,2024-06-11,Billing Question,Human Agent,8.42,Resolved,0.54,3,6.7,029675b0-0af8-4777-b329-f1022c775a8f,Hawaii,Mobile,False
57595acf-44c1-4a4d-b64f-85de992a6e0b,2024-06-11,Shipping Inquiry,AI Chatbot,1.46,Resolved,0.46,3,3.2,cc1e31ad-27b3-492d-a0fa-5a40a6892312,Florida,Desktop,False
9f600f1a-3582-42e5-a62d-5834376a0777,2024-01-11,Shipping Inquiry,AI Chatbot,1.75,Pending,0.41,3,3.29,fdc504cb-91d4-4878-9f70-b981b15454d0,Alabama,Desktop,False
cd2630da-7d2e-4123-af89-ecb33fe26140,2024-02-02,Product Information,Human Agent,5.59,Resolved,0.5,4,6.53,93e8992d-e4a6-4643-8681-36f1cc76636c,Wisconsin,Mobile,True
ee24e1fb-f048-40a6-967c-c39eb8f8dee5,2024-01-08,Account Update,AI Chatbot,1.02,Resolved,0.79,3,5.0,c54bef77-1ef4-4456-a0bc-6afc09b1b713,Missouri,Desktop,False
b39841a3-6ad6-4e7f-a609-20a85540766c,2024-01-31,Technical Support,Human Agent,7.24,Escalated,0.49,1,7.15,2d70260a-1f1a-4ca8-8098-4a364f5a34cf,Arkansas,Tablet,True
205e6082-7867-4e8e-aaa3-40e2aeea0740,2024-06-23,Billing Question,Human Agent,9.09,Pending,0.7,1,7.58,5cec532a-ae9b-47c6-9c1a-1ee6abc49dd7,Minnesota,Tablet,False
50c3bab3-d6c5-4603-9951-be528a1899ec,2024-05-11,Shipping Inquiry,AI Chatbot,0.71,Resolved,0.09,4,2.03,bd6b7405-b2ac-469a-a890-512d27d73d9c,Idaho,Tablet,True
4294be6e-aa90-4aeb-b760-bda8c019e734,2024-01-18,Technical Support,AI Chatbot,0.2,Resolved,0.29,5,3.83,0c82b197-9968-48e4-82d0-8951ea8590eb,Montana,Desktop,True
6381d5bf-73e5-443d-95ca-86f3d5386c19,2024-02-27,Billing Question,Human Agent,6.67,Escalated,0.47,2,4.81,1f3b5bcf-6741-4443-84ce-9cc50601c3ec,Rhode Island,Tablet,False
de812058-2891-46e7-8357-fb27f14a4e00,2024-06-22,Technical Support,AI Chatbot,1.03,Resolved,0.51,4,1.88,9509eaaa-1353-4221-933e-e6af1296024a,Tennessee,Tablet,True
69b6d18d-15f6-4b7e-bb40-4d4f6c6e51c9,2024-04-24,Account Update,Human Agent,6.46,Resolved,0.11,4,8.58,2ac8ee58-6e0a-45b4-9d6d-e771782c79b9,North Carolina,Mobile,False
2cee846a-93ff-4552-9de6-1ced9d67e1aa,2024-05-16,Account Update,AI Chatbot,1.21,Escalated,0.7,1,3.11,c9afd6e0-b998-4048-8b59-eee03879d697,Colorado,Tablet,False
eb626dbe-096e-4287-aa35-d4f11a01ccc4,2024-01-31,Billing Question,AI Chatbot,2.0,Resolved,0.24,4,3.06,387ce465-f530-4e08-9975-9253a6506a4c,Kansas,Desktop,False
b7439771-0181-4011-8788-e32b2cde0805,2024-06-18,Billing Question,Human Agent,7.04,Resolved,0.68,3,5.79,7bc400f3-2d93-4188-acfa-e4b9a68594ce,Maryland,Desktop,True
c98ab2a6-3fcf-4b03-a03a-93c20ac05ec5,2024-06-27,Billing Question,Human Agent,4.65,Pending,0.14,1,5.84,b4eefc76-8911-4b92-bba4-905479febbfe,Wisconsin,Mobile,False
52690e88-af1f-4caf-ac5b-5181d46671b7,2024-01-26,Billing Question,Human Agent,6.53,Resolved,0.33,4,6.59,2b6489a9-c45e-4e33-a337-1f113c7b86d3,Louisiana,Tablet,False
f8fcb079-0ef5-4f32-be50-0bcdd8c69a32,2024-03-26,Account Update,AI Chatbot,1.08,Resolved,-0.32,3,4.16,52d1115e-eca1-46a8-a5c1-6ec546650deb,Wyoming,Tablet,False
5130886c-4968-4fba-9253-73e02104a22d,2024-06-23,Technical Support,AI Chatbot,1.85,Escalated,0.62,3,4.27,18693649-c841-474f-9ab6-2035a757eb01,Oklahoma,Tablet,False
6095e311-19e7-4cc5-b078-8c7fafd48f3e,2024-04-09,Billing Question,Human Agent,11.77,Resolved,0.2,3,8.48,71c3a0f4-e224-4347-88a7-790dd5805240,New Jersey,Desktop,False
bf17e8db-d23a-408c-a228-7602d1abd071,2024-03-14,Billing Question,AI Chatbot,1.4,Resolved,0.07,4,2.61,998c7695-c219-4b32-89e6-a882c1ba3c1f,Pennsylvania,Mobile,True
68154d1f-2b94-4e58-b303-a92769d2dd61,2024-06-11,Shipping Inquiry,Human Agent,14.38,Resolved,0.59,4,4.39,e6c2520d-1673-4be8-b5dc-787dbb3c4c47,Delaware,Tablet,False
bc31ace5-401a-4c8f-97e1-5138594597c6,2024-03-16,Product Information,Human Agent,10.18,Escalated,0.06,4,5.98,f594fd6f-fd92-4a38-b995-7142f99b44af,North Carolina,Tablet,False
e7e3cbb4-1834-4743-8b9a-e0f28c3cc56c,2024-06-13,Technical Support,AI Chatbot,1.53,Resolved,1.0,3,1.77,e1e2c0ee-6b75-47be-b1cc-e66d109d6e82,Nebraska,Tablet,False
61c31604-675a-49f1-bd95-c8f609d5f2a5,2024-02-01,Billing Question,Human Agent,5.17,Resolved,0.38,2,8.16,c32a7c00-5b9f-4d92-aadd-1e34e16b72a9,Oklahoma,Desktop,False
f6ad2cfc-d6ed-4fba-8d6f-34e15168fa15,2024-02-04,Billing Question,Human Agent,11.82,Pending,0.18,3,5.79,177ceea5-a5df-4c78-9f89-b90f84f385ed,Missouri,Tablet,True
e0e26559-1335-4da1-a6a3-1ade0b5463d3,2024-04-17,Technical Support,AI Chatbot,2.15,Resolved,-0.21,4,3.0,bc74f7c3-91b0-430a-a546-957c1071b305,North Carolina,Desktop,True
dff789b7-069e-4b18-a594-0e94a5ca71d3,2024-01-31,Product Information,AI Chatbot,1.6,Resolved,0.07,5,3.86,435ed8ce-ab20-48c8-8aa1-55de5cd60f8b,California,Mobile,False
bf25cfe0-c1be-4489-9761-8d24489a0e16,2024-03-15,Technical Support,AI Chatbot,2.29,Resolved,0.41,5,2.38,46ca5a4a-7db4-4c51-81d5-4acf9659e962,Delaware,Mobile,True
2730a80e-cb27-403d-86ed-96b47bf9e605,2024-04-04,Password Reset,Human Agent,3.21,Resolved,0.27,3,6.91,68cb5e92-01e3-4ec1-b86d-2346a4e1a88a,Minnesota,Desktop,False
d2b4be76-cb35-4b70-bd03-e6429e53d1ff,2024-03-20,Account Update,Human Agent,6.02,Resolved,0.64,2,9.01,d8957261-6c1a-44a0-9ed6-4f4423f501bf,Maryland,Mobile,False
99bd9708-fb2c-48b4-b32d-ea13ffdfa8cb,2024-06-18,Billing Question,AI Chatbot,0.8,Resolved,0.1,5,4.66,cfb00ae9-b29c-44ac-974a-1c7e5695c6d1,Maryland,Mobile,False
256bb1f9-245f-4e5f-90b7-5f6e250ff83e,2024-02-16,Account Update,AI Chatbot,0.51,Resolved,0.26,3,3.82,24a8202b-be04-4dcf-9917-7e827f08cabb,New Mexico,Desktop,True
96a3bf02-b28f-4be8-9ef5-0c69f4da20e3,2024-06-23,Account Update,AI Chatbot,1.1,Resolved,0.14,5,1.77,96a323fd-2ca2-4c7e-b86e-cf66d2d54dfa,Kansas,Desktop,True
7e3cf012-f375-4218-8283-85fb66776d8a,2024-06-21,Billing Question,Human Agent,7.16,Resolved,0.7,3,5.79,379bd520-bf26-4d61-9da5-3ed9242c24c9,New Jersey,Desktop,True
576d9464-b688-407b-bd3d-3d149ed04b1d,2024-02-28,Account Update,Human Agent,6.48,Escalated,0.21,3,5.84,f757d478-1e30-4c23-be78-6e02347d306c,South Carolina,Mobile,False
d1dd1c19-e048-42d9-b631-0217a4360268,2024-04-17,Billing Question,Human Agent,5.44,Resolved,0.34,4,8.19,28a2108f-46c4-4cce-a978-1db2bbfe0fe0,South Dakota,Desktop,False
a44dc478-df98-455c-b54d-18d9b58b511d,2024-04-04,Account Update,Human Agent,1.16,Resolved,0.1,5,5.34,ed691c94-d14f-4234-9cfb-e12792bba80d,Pennsylvania,Tablet,False
c69caa85-ba21-4640-a5f1-996f26a37915,2024-03-05,Password Reset,Human Agent,2.94,Resolved,0.59,4,6.58,0e4ced8b-8571-484b-9ca0-cf87b43f3a58,Illinois,Desktop,False
6a83e9df-224e-42f8-a5a0-71689440c34d,2024-06-12,Product Information,Human Agent,3.77,Pending,0.6,1,7.44,aa928972-ba78-4c4b-83c8-e092e856b5b2,Utah,Mobile,False
8296775e-c6fe-413c-91f8-a0707edb15c6,2024-01-15,Technical Support,AI Chatbot,1.43,Resolved,0.08,4,2.94,6ecc976f-fae8-496b-919d-f64182f7cd49,North Carolina,Tablet,False
10edae1a-c8dc-49ba-a04c-e42187aa20cb,2024-01-08,Billing Question,AI Chatbot,0.73,Resolved,0.47,4,0.83,64445463-3c2a-4d66-9976-aad42c03c03e,Maryland,Tablet,False
74082c7c-7d51-4822-88b9-17fc4c292e63,2024-03-16,Account Update,Human Agent,3.13,Pending,0.28,1,5.3,8b338514-2157-4943-8628-327a6e35c004,Washington,Tablet,False
95681ff8-1104-4649-9aed-245c34791b68,2024-03-22,Billing Question,AI Chatbot,0.66,Pending,0.51,3,3.22,66505829-41c7-4ef4-b973-d743453889ba,South Carolina,Tablet,False
f772f907-9301-41cf-b2bc-21433efabaf2,2024-03-12,Product Information,AI Chatbot,2.71,Resolved,0.13,3,4.74,5f3ebc5a-0f0e-4740-b179-f5159f577ef7,North Carolina,Mobile,False
96fd814d-6436-496f-a5c7-51c405832c68,2024-04-23,Technical Support,AI Chatbot,0.96,Resolved,0.12,4,2.59,4cadf541-d5d9-4f3e-ace9-be46e9838e78,Georgia,Tablet,False
9acbc24a-ecb8-4eca-95da-c6f5c1789b52,2024-01-24,Shipping Inquiry,Human Agent,2.79,Resolved,0.31,3,6.58,8f804b16-a4b1-4fa2-8429-2a53c68e2b9b,Montana,Tablet,True
ece90181-77f5-4107-989b-88b7e3ead25c,2024-04-26,Billing Question,Human Agent,7.43,Resolved,0.27,3,5.95,dc355b33-a1aa-493f-893e-f262b0d9c952,Indiana,Mobile,False
858d5c3a-ece2-4f1b-9c47-c6b40f44d489,2024-05-09,Product Information,AI Chatbot,1.19,Resolved,0.23,3,5.02,9304ad90-a912-438b-aa7d-29e77144c7fa,South Dakota,Desktop,False
eb89e8f1-6870-473f-bc14-df8b93aec282,2024-01-29,Product Information,AI Chatbot,0.89,Resolved,0.1,3,4.57,ea81c04e-04bc-40f5-b0b7-b97335d6d75a,Colorado,Tablet,False
156b822f-dad0-480e-855e-00f032b77e4a,2024-01-08,Shipping Inquiry,AI Chatbot,2.03,Escalated,0.68,3,2.35,2afc0608-4b0e-4e63-88f2-fd894e9d11e2,Georgia,Tablet,True
f672c194-bfe4-446b-87d4-d5bd67d8577b,2024-01-20,Password Reset,AI Chatbot,1.86,Resolved,0.3,3,2.94,f7d3cf1c-e2b7-415d-9e97-c40376b0571c,California,Mobile,False
3235ce66-fe40-41dc-974f-fd5ccdd0777b,2024-04-04,Billing Question,AI Chatbot,1.07,Resolved,0.35,4,3.31,b4ce3364-f7bf-4d4a-b4ff-f3644b63a7d7,Ohio,Desktop,True
1e9dd5c1-e4dc-4f7c-93b4-839a19bc23da,2024-02-07,Account Update,AI Chatbot,2.29,Resolved,0.01,2,2.57,22c93e82-d928-415f-834a-45168908b103,North Carolina,Tablet,False
8976dad1-5702-4a72-bbd0-9108f14d9650,2024-01-27,Product Information,Human Agent,7.57,Resolved,0.61,4,8.26,8423b38a-e2c1-426c-88e7-c03035c51a70,Rhode Island,Mobile,False
5aeef34c-875f-4985-96d1-1b309173e1df,2024-03-07,Billing Question,Human Agent,3.61,Resolved,0.75,3,6.22,8cdd5f5b-2602-40f8-b715-954301875b76,New Jersey,Tablet,False
dbc2c1be-5d6d-4635-8e1b-c71705908446,2024-06-22,Billing Question,AI Chatbot,1.34,Pending,-0.19,1,1.91,45175696-ea49-4ecc-9319-417e9a5f349e,Iowa,Tablet,False
08b24118-95b3-4e94-a6f0-10f23cbbc36a,2024-03-08,Shipping Inquiry,Human Agent,5.55,Resolved,0.55,4,9.23,9b65568a-6099-4875-8365-09f95c368ed3,Maryland,Tablet,False
9ae68bfd-e0f7-4d72-981d-3a4027a8f50c,2024-03-12,Technical Support,AI Chatbot,1.27,Resolved,0.29,3,3.5,4e13fb28-72c0-4556-b14e-e23f2caedfcf,Texas,Tablet,False
830722a2-3a7a-48b0-88f4-2af8d746df52,2024-02-21,Technical Support,AI Chatbot,1.89,Resolved,0.7,4,4.29,e3a60f8e-175a-49a2-b2ee-5ced11ab3b50,Washington,Mobile,False
e1a36bd6-e809-4142-9967-c0119650c875,2024-01-11,Billing Question,Human Agent,6.02,Resolved,0.62,4,8.58,1f278c71-9d56-4f45-8a84-8ccf7b789b6c,Mississippi,Mobile,False
7aa5be9e-c8c9-4554-8f3a-e401688d9e2f,2024-01-26,Shipping Inquiry,AI Chatbot,2.09,Resolved,-0.24,4,3.76,68b4b0b2-05ee-4788-9782-652b14f1dd27,Idaho,Desktop,False
8178cc1e-dc1e-4b15-9b2a-2af72646cc10,2024-02-06,Account Update,Human Agent,7.37,Resolved,0.34,3,9.54,3bcd9f75-2115-42ba-b7ed-4e6991113e14,Alabama,Tablet,False
63cc8762-7cb7-4fbd-88d9-0adf5ce32e78,2024-04-23,Password Reset,AI Chatbot,0.93,Resolved,0.07,3,-0.48,1989ed5e-2f96-4ec2-b540-930b23e57356,Arkansas,Mobile,False
9565074c-45dd-474b-bfe5-43c146f9afdb,2024-03-07,Account Update,AI Chatbot,0.93,Resolved,0.27,4,3.73,4cf7dc36-258e-4e8b-8762-1939dd144a19,New Jersey,Tablet,False
7d320cfe-6507-4c35-86c5-85d0d38bc434,2024-02-18,Technical Support,Human Agent,9.95,Escalated,0.13,1,6.35,be43d007-2de7-4b59-a33c-54f32c2fe22a,Maine,Mobile,False
aae83b6a-e3cc-42f7-8b1b-4ce1a739ddc7,2024-06-04,Product Information,Human Agent,8.26,Escalated,0.7,4,8.13,48a0662b-e52f-4861-8353-f429603d2bca,Utah,Mobile,False
333dfe60-f65d-4afb-bfff-ee9f4bc5c6cb,2024-01-28,Product Information,AI Chatbot,0.85,Escalated,0.55,4,4.98,7968b9e7-d5e1-44c2-8797-bfeef2fa436e,Nevada,Desktop,True
6e64f6e6-56a7-4ffc-9339-a4ef9ddf1292,2024-02-19,Technical Support,AI Chatbot,2.04,Resolved,0.17,4,1.57,ba8832b6-68e3-45dd-9088-102833c4825b,New Hampshire,Desktop,False
2a67cfc4-ba8a-4b6c-bb1a-06819a584bb9,2024-05-29,Account Update,Human Agent,4.83,Resolved,0.4,4,6.19,831a30cc-f340-463f-9ed3-0fea566d2c07,Hawaii,Mobile,False
15296e23-1cdd-4dab-bdfe-9f998d58a93b,2024-05-13,Technical Support,Human Agent,10.79,Resolved,1.0,4,6.87,68c7a545-f661-4d3d-810f-5c542ea6cb40,Georgia,Desktop,False
3196aed8-5f7b-47c3-b070-f3cf55a6b2f1,2024-05-29,Password Reset,AI Chatbot,1.02,Escalated,0.68,3,3.13,7ad08624-30d1-4b88-941c-bbe2e0af4de5,Montana,Desktop,False
f41c44fd-bd9b-4e9a-b370-057c34689d9c,2024-03-24,Product Information,Human Agent,7.06,Resolved,-0.03,4,8.12,d17594c9-ddfb-40f4-b19e-32bce073c015,Kansas,Tablet,False
0169dc96-7032-442a-a07a-166ca10b451f,2024-02-12,Account Update,Human Agent,12.86,Escalated,0.03,3,6.96,c5b2105f-ef31-416a-845d-f084120e8da0,Louisiana,Mobile,False
60efba50-0ef2-4318-80f3-d4674028f650,2024-02-08,Account Update,Human Agent,5.96,Resolved,0.52,4,7.98,131ca1a1-c44b-4e6f-974a-3abf1d4556f7,North Carolina,Desktop,False
199af4ec-c478-4e7d-882b-8427b09a1f58,2024-06-08,Technical Support,Human Agent,5.15,Resolved,0.34,3,7.23,c15e9a74-14cd-4716-be84-840f6791968e,Virginia,Mobile,False
6200b303-9634-44ca-8213-97b98aec879d,2024-02-08,Billing Question,Human Agent,1.08,Resolved,0.62,3,7.64,e271eee6-5ce8-4cda-9abe-528b0630f8f1,Georgia,Tablet,False
f020dabf-a867-440d-aee8-4ba1019d0f61,2024-04-20,Billing Question,AI Chatbot,1.62,Resolved,0.14,3,6.92,b376c021-7d57-4a97-a801-745d2ebe3546,Maryland,Desktop,False
3687ff31-cc51-48a2-a1c4-f24124abb918,2024-06-06,Product Information,AI Chatbot,0.46,Resolved,0.35,5,3.32,7aefab19-e189-4a6e-85e3-69f3554d028b,New York,Tablet,False
